"","Año","Fecha..DD.MM.AAAA.","Metal","Valor","Métrica"
"32968",2009,"2009-12-13","Oro",73896.35,"Precio de Venta"
"32974",2009,"2009-12-14","Oro",72037.1,"Precio de Venta"
"32980",2009,"2009-12-15","Oro",71412.95,"Precio de Venta"
"32986",2009,"2009-12-16","Oro",72985.69,"Precio de Venta"
"32992",2009,"2009-12-17","Oro",72297.64,"Precio de Venta"
"32998",2009,"2009-12-18","Oro",71709.54,"Precio de Venta"
"33004",2009,"2009-12-19","Oro",71709.54,"Precio de Venta"
"33010",2009,"2009-12-20","Oro",71709.54,"Precio de Venta"
"33016",2009,"2009-12-21","Oro",72508.84,"Precio de Venta"
"33022",2009,"2009-12-22","Oro",71423.3,"Precio de Venta"
"33028",2009,"2009-12-23","Oro",71357.12,"Precio de Venta"
"33034",2009,"2009-12-24","Oro",72621.44,"Precio de Venta"
"33040",2009,"2009-12-25","Oro",72621.44,"Precio de Venta"
"33046",2009,"2009-12-26","Oro",72621.44,"Precio de Venta"
"33052",2009,"2009-12-27","Oro",72621.44,"Precio de Venta"
"33058",2009,"2009-12-28","Oro",72562.5,"Precio de Venta"
"33064",2009,"2009-12-29","Oro",72269.26,"Precio de Venta"
"33070",2009,"2009-12-30","Oro",71872.13,"Precio de Venta"
"33076",2009,"2009-12-31","Oro",71872.13,"Precio de Venta"
"33082",2008,"2008-01-01","Oro",53319.59,"Precio de Venta"
"33088",2008,"2008-01-02","Oro",54460.44,"Precio de Venta"
"33094",2008,"2008-01-03","Oro",55999.96,"Precio de Venta"
"33100",2008,"2008-01-04","Oro",55585.27,"Precio de Venta"
"33106",2008,"2008-01-05","Oro",55585.27,"Precio de Venta"
"33112",2008,"2008-01-06","Oro",55585.27,"Precio de Venta"
"33118",2008,"2008-01-07","Oro",55585.27,"Precio de Venta"
"33124",2008,"2008-01-08","Oro",56543.77,"Precio de Venta"
"33130",2008,"2008-01-09","Oro",57116.05,"Precio de Venta"
"33136",2008,"2008-01-10","Oro",56347.68,"Precio de Venta"
"33142",2008,"2008-01-11","Oro",57576.92,"Precio de Venta"
"33148",2008,"2008-01-12","Oro",57576.92,"Precio de Venta"
"33154",2008,"2008-01-13","Oro",57576.92,"Precio de Venta"
"33160",2008,"2008-01-14","Oro",58181.48,"Precio de Venta"
"33166",2008,"2008-01-15","Oro",56705.76,"Precio de Venta"
"33172",2008,"2008-01-16","Oro",55202.49,"Precio de Venta"
"33178",2008,"2008-01-17","Oro",55562.01,"Precio de Venta"
"33184",2008,"2008-01-18","Oro",54648.8,"Precio de Venta"
"33190",2008,"2008-01-19","Oro",54648.8,"Precio de Venta"
"33196",2008,"2008-01-20","Oro",54648.8,"Precio de Venta"
"33202",2008,"2008-01-21","Oro",55319.77,"Precio de Venta"
"33208",2008,"2008-01-22","Oro",54544.63,"Precio de Venta"
"33214",2008,"2008-01-23","Oro",57298.36,"Precio de Venta"
"33220",2008,"2008-01-24","Oro",57470.37,"Precio de Venta"
"33226",2008,"2008-01-25","Oro",58368.42,"Precio de Venta"
"33232",2008,"2008-01-26","Oro",58368.42,"Precio de Venta"
"33238",2008,"2008-01-27","Oro",58368.42,"Precio de Venta"
"33244",2008,"2008-01-28","Oro",57791.97,"Precio de Venta"
"33250",2008,"2008-01-29","Oro",58734.59,"Precio de Venta"
"33256",2008,"2008-01-30","Oro",57810.77,"Precio de Venta"
"33262",2008,"2008-01-31","Oro",57604.66,"Precio de Venta"
"33268",2008,"2008-02-01","Oro",58186.58,"Precio de Venta"
"33274",2008,"2008-02-02","Oro",58186.58,"Precio de Venta"
"33280",2008,"2008-02-03","Oro",58186.58,"Precio de Venta"
"33286",2008,"2008-02-04","Oro",55581.72,"Precio de Venta"
"33292",2008,"2008-02-05","Oro",54845.37,"Precio de Venta"
"33298",2008,"2008-02-06","Oro",55300.67,"Precio de Venta"
"33304",2008,"2008-02-07","Oro",56349,"Precio de Venta"
"33310",2008,"2008-02-08","Oro",56875.88,"Precio de Venta"
"33316",2008,"2008-02-09","Oro",56875.88,"Precio de Venta"
"33322",2008,"2008-02-10","Oro",56875.88,"Precio de Venta"
"33328",2008,"2008-02-11","Oro",57222.23,"Precio de Venta"
"33334",2008,"2008-02-12","Oro",56593.48,"Precio de Venta"
"33340",2008,"2008-02-13","Oro",55369.2,"Precio de Venta"
"33346",2008,"2008-02-14","Oro",55593.7,"Precio de Venta"
"33352",2008,"2008-02-15","Oro",55423.31,"Precio de Venta"
"33358",2008,"2008-02-16","Oro",55423.31,"Precio de Venta"
"33364",2008,"2008-02-17","Oro",55423.31,"Precio de Venta"
"33370",2008,"2008-02-18","Oro",55439.45,"Precio de Venta"
"33376",2008,"2008-02-19","Oro",56143.92,"Precio de Venta"
"33382",2008,"2008-02-20","Oro",56220.42,"Precio de Venta"
"33388",2008,"2008-02-21","Oro",57932.22,"Precio de Venta"
"33394",2008,"2008-02-22","Oro",57646.28,"Precio de Venta"
"33400",2008,"2008-02-23","Oro",57646.28,"Precio de Venta"
"33406",2008,"2008-02-24","Oro",57646.28,"Precio de Venta"
"33412",2008,"2008-02-25","Oro",57635.67,"Precio de Venta"
"33418",2008,"2008-02-26","Oro",56693.46,"Precio de Venta"
"33424",2008,"2008-02-27","Oro",57925.13,"Precio de Venta"
"33430",2008,"2008-02-28","Oro",57071.12,"Precio de Venta"
"33436",2008,"2008-02-29","Oro",57435.33,"Precio de Venta"
"33442",2008,"2008-03-01","Oro",57435.33,"Precio de Venta"
"33448",2008,"2008-03-02","Oro",57435.33,"Precio de Venta"
"33454",2008,"2008-03-03","Oro",58033.29,"Precio de Venta"
"33460",2008,"2008-03-04","Oro",58376.34,"Precio de Venta"
"33466",2008,"2008-03-05","Oro",57210.82,"Precio de Venta"
"33472",2008,"2008-03-06","Oro",58873.17,"Precio de Venta"
"33478",2008,"2008-03-07","Oro",59147.63,"Precio de Venta"
"33484",2008,"2008-03-08","Oro",59147.63,"Precio de Venta"
"33490",2008,"2008-03-09","Oro",59147.63,"Precio de Venta"
"33496",2008,"2008-03-10","Oro",59514.13,"Precio de Venta"
"33502",2008,"2008-03-11","Oro",58784.95,"Precio de Venta"
"33508",2008,"2008-03-12","Oro",58537.82,"Precio de Venta"
"33514",2008,"2008-03-13","Oro",58888.34,"Precio de Venta"
"33520",2008,"2008-03-14","Oro",59493.08,"Precio de Venta"
"33526",2008,"2008-03-15","Oro",59493.08,"Precio de Venta"
"33532",2008,"2008-03-16","Oro",59493.08,"Precio de Venta"
"33538",2008,"2008-03-17","Oro",60677.54,"Precio de Venta"
"33544",2008,"2008-03-18","Oro",60065.01,"Precio de Venta"
"33550",2008,"2008-03-19","Oro",58335.92,"Precio de Venta"
"33556",2008,"2008-03-20","Oro",58335.92,"Precio de Venta"
"33562",2008,"2008-03-21","Oro",58335.92,"Precio de Venta"
"33568",2008,"2008-03-22","Oro",58335.92,"Precio de Venta"
"33574",2008,"2008-03-23","Oro",58335.92,"Precio de Venta"
"33580",2008,"2008-03-24","Oro",58335.92,"Precio de Venta"
"33586",2008,"2008-03-25","Oro",54326.22,"Precio de Venta"
"33592",2008,"2008-03-26","Oro",55796.35,"Precio de Venta"
"33598",2008,"2008-03-27","Oro",55526.17,"Precio de Venta"
"33604",2008,"2008-03-28","Oro",54983.79,"Precio de Venta"
"33610",2008,"2008-03-29","Oro",54983.79,"Precio de Venta"
"33616",2008,"2008-03-30","Oro",54983.79,"Precio de Venta"
"33622",2008,"2008-03-31","Oro",54890.79,"Precio de Venta"
"33628",2008,"2008-04-01","Oro",52918.8,"Precio de Venta"
"33634",2008,"2008-04-02","Oro",52510.66,"Precio de Venta"
"33640",2008,"2008-04-03","Oro",52743.61,"Precio de Venta"
"33646",2008,"2008-04-04","Oro",53097.88,"Precio de Venta"
"33652",2008,"2008-04-05","Oro",53097.88,"Precio de Venta"
"33658",2008,"2008-04-06","Oro",53097.88,"Precio de Venta"
"33664",2008,"2008-04-07","Oro",53413.67,"Precio de Venta"
"33670",2008,"2008-04-08","Oro",53632.03,"Precio de Venta"
"33676",2008,"2008-04-09","Oro",52849.44,"Precio de Venta"
"33682",2008,"2008-04-10","Oro",54038.36,"Precio de Venta"
"33688",2008,"2008-04-11","Oro",53310.86,"Precio de Venta"
"33694",2008,"2008-04-12","Oro",53310.86,"Precio de Venta"
"33700",2008,"2008-04-13","Oro",53310.86,"Precio de Venta"
"33706",2008,"2008-04-14","Oro",52889.82,"Precio de Venta"
"33712",2008,"2008-04-15","Oro",53702.63,"Precio de Venta"
"33718",2008,"2008-04-16","Oro",53916.21,"Precio de Venta"
"33724",2008,"2008-04-17","Oro",55030.62,"Precio de Venta"
"33730",2008,"2008-04-18","Oro",54313.27,"Precio de Venta"
"33736",2008,"2008-04-19","Oro",54313.27,"Precio de Venta"
"33742",2008,"2008-04-20","Oro",54313.27,"Precio de Venta"
"33748",2008,"2008-04-21","Oro",52559.05,"Precio de Venta"
"33754",2008,"2008-04-22","Oro",52716.36,"Precio de Venta"
"33760",2008,"2008-04-23","Oro",52290.51,"Precio de Venta"
"33766",2008,"2008-04-24","Oro",51122.7,"Precio de Venta"
"33772",2008,"2008-04-25","Oro",50156.44,"Precio de Venta"
"33778",2008,"2008-04-26","Oro",50156.44,"Precio de Venta"
"33784",2008,"2008-04-27","Oro",50156.44,"Precio de Venta"
"33790",2008,"2008-04-28","Oro",50924.84,"Precio de Venta"
"33796",2008,"2008-04-29","Oro",50354.77,"Precio de Venta"
"33802",2008,"2008-04-30","Oro",49665.73,"Precio de Venta"
"33808",2008,"2008-05-01","Oro",49665.73,"Precio de Venta"
"33814",2008,"2008-05-02","Oro",48537.66,"Precio de Venta"
"33820",2008,"2008-05-03","Oro",48537.66,"Precio de Venta"
"33826",2008,"2008-05-04","Oro",48537.66,"Precio de Venta"
"33832",2008,"2008-05-05","Oro",48537.66,"Precio de Venta"
"33838",2008,"2008-05-06","Oro",49576.04,"Precio de Venta"
"33844",2008,"2008-05-07","Oro",49717.44,"Precio de Venta"
"33850",2008,"2008-05-08","Oro",50131.09,"Precio de Venta"
"33856",2008,"2008-05-09","Oro",51150.37,"Precio de Venta"
"33862",2008,"2008-05-10","Oro",51150.37,"Precio de Venta"
"33868",2008,"2008-05-11","Oro",51150.37,"Precio de Venta"
"33874",2008,"2008-05-12","Oro",50554.78,"Precio de Venta"
"33880",2008,"2008-05-13","Oro",50225.61,"Precio de Venta"
"33886",2008,"2008-05-14","Oro",49388.32,"Precio de Venta"
"33892",2008,"2008-05-15","Oro",49787.09,"Precio de Venta"
"33898",2008,"2008-05-16","Oro",51015.25,"Precio de Venta"
"33904",2008,"2008-05-17","Oro",51015.25,"Precio de Venta"
"33910",2008,"2008-05-18","Oro",51015.25,"Precio de Venta"
"33916",2008,"2008-05-19","Oro",52153.49,"Precio de Venta"
"33922",2008,"2008-05-20","Oro",51887.13,"Precio de Venta"
"33928",2008,"2008-05-21","Oro",53161.92,"Precio de Venta"
"33934",2008,"2008-05-22","Oro",53106.67,"Precio de Venta"
"33940",2008,"2008-05-23","Oro",52766.66,"Precio de Venta"
"33946",2008,"2008-05-24","Oro",52766.66,"Precio de Venta"
"33952",2008,"2008-05-25","Oro",52766.66,"Precio de Venta"
"33958",2008,"2008-05-26","Oro",52766.66,"Precio de Venta"
"33964",2008,"2008-05-27","Oro",52804.67,"Precio de Venta"
"33970",2008,"2008-05-28","Oro",50834,"Precio de Venta"
"33976",2008,"2008-05-29","Oro",50743.42,"Precio de Venta"
"33982",2008,"2008-05-30","Oro",49652.25,"Precio de Venta"
"33988",2008,"2008-05-31","Oro",49652.25,"Precio de Venta"
"33994",2008,"2008-06-01","Oro",49652.25,"Precio de Venta"
"34000",2008,"2008-06-02","Oro",49652.25,"Precio de Venta"
"34006",2008,"2008-06-03","Oro",50211.77,"Precio de Venta"
"34012",2008,"2008-06-04","Oro",48810.53,"Precio de Venta"
"34018",2008,"2008-06-05","Oro",48522.14,"Precio de Venta"
"34024",2008,"2008-06-06","Oro",48571.44,"Precio de Venta"
"34030",2008,"2008-06-07","Oro",48571.44,"Precio de Venta"
"34036",2008,"2008-06-08","Oro",48571.44,"Precio de Venta"
"34042",2008,"2008-06-09","Oro",49493.86,"Precio de Venta"
"34048",2008,"2008-06-10","Oro",47977.47,"Precio de Venta"
"34054",2008,"2008-06-11","Oro",47693.01,"Precio de Venta"
"34060",2008,"2008-06-12","Oro",47645.6,"Precio de Venta"
"34066",2008,"2008-06-13","Oro",47371.62,"Precio de Venta"
"34072",2008,"2008-06-14","Oro",47371.62,"Precio de Venta"
"34078",2008,"2008-06-15","Oro",47371.62,"Precio de Venta"
"34084",2008,"2008-06-16","Oro",47880.9,"Precio de Venta"
"34090",2008,"2008-06-17","Oro",47822.01,"Precio de Venta"
"34096",2008,"2008-06-18","Oro",47049.11,"Precio de Venta"
"34102",2008,"2008-06-19","Oro",47454.98,"Precio de Venta"
"34108",2008,"2008-06-20","Oro",48331.53,"Precio de Venta"
"34114",2008,"2008-06-21","Oro",48331.53,"Precio de Venta"
"34120",2008,"2008-06-22","Oro",48331.53,"Precio de Venta"
"34126",2008,"2008-06-23","Oro",48861.15,"Precio de Venta"
"34132",2008,"2008-06-24","Oro",48951.44,"Precio de Venta"
"34138",2008,"2008-06-25","Oro",49864.14,"Precio de Venta"
"34144",2008,"2008-06-26","Oro",51174.98,"Precio de Venta"
"34150",2008,"2008-06-27","Oro",54388.88,"Precio de Venta"
"34156",2008,"2008-06-28","Oro",54388.88,"Precio de Venta"
"34162",2008,"2008-06-29","Oro",54388.88,"Precio de Venta"
"34168",2008,"2008-06-30","Oro",54388.88,"Precio de Venta"
"34174",2008,"2008-07-01","Oro",57467.75,"Precio de Venta"
"34180",2008,"2008-07-02","Oro",57641.51,"Precio de Venta"
"34186",2008,"2008-07-03","Oro",54946.56,"Precio de Venta"
"34192",2008,"2008-07-04","Oro",52320.55,"Precio de Venta"
"34198",2008,"2008-07-05","Oro",52320.55,"Precio de Venta"
"34204",2008,"2008-07-06","Oro",52320.55,"Precio de Venta"
"34210",2008,"2008-07-07","Oro",51772.47,"Precio de Venta"
"34216",2008,"2008-07-08","Oro",51371.31,"Precio de Venta"
"34222",2008,"2008-07-09","Oro",51544.53,"Precio de Venta"
"34228",2008,"2008-07-10","Oro",51731.34,"Precio de Venta"
"34234",2008,"2008-07-11","Oro",53946.29,"Precio de Venta"
"34240",2008,"2008-07-12","Oro",53946.29,"Precio de Venta"
"34246",2008,"2008-07-13","Oro",53946.29,"Precio de Venta"
"34252",2008,"2008-07-14","Oro",54773.47,"Precio de Venta"
"34258",2008,"2008-07-15","Oro",55347.77,"Precio de Venta"
"34264",2008,"2008-07-16","Oro",55651.76,"Precio de Venta"
"34270",2008,"2008-07-17","Oro",54841.03,"Precio de Venta"
"34276",2008,"2008-07-18","Oro",54338.45,"Precio de Venta"
"34282",2008,"2008-07-19","Oro",54338.45,"Precio de Venta"
"34288",2008,"2008-07-20","Oro",54338.45,"Precio de Venta"
"34294",2008,"2008-07-21","Oro",55552.84,"Precio de Venta"
"34300",2008,"2008-07-22","Oro",56371.68,"Precio de Venta"
"34306",2008,"2008-07-23","Oro",54017.99,"Precio de Venta"
"34312",2008,"2008-07-24","Oro",52862.41,"Precio de Venta"
"34318",2008,"2008-07-25","Oro",53264.18,"Precio de Venta"
"34324",2008,"2008-07-26","Oro",53264.18,"Precio de Venta"
"34330",2008,"2008-07-27","Oro",53264.18,"Precio de Venta"
"34336",2008,"2008-07-28","Oro",53333.87,"Precio de Venta"
"34342",2008,"2008-07-29","Oro",52687.37,"Precio de Venta"
"34348",2008,"2008-07-30","Oro",52596.89,"Precio de Venta"
"34354",2008,"2008-07-31","Oro",52551.12,"Precio de Venta"
"34360",2008,"2008-08-01","Oro",52649.77,"Precio de Venta"
"34366",2008,"2008-08-02","Oro",52649.77,"Precio de Venta"
"34372",2008,"2008-08-03","Oro",52649.77,"Precio de Venta"
"34378",2008,"2008-08-04","Oro",52076.89,"Precio de Venta"
"34384",2008,"2008-08-05","Oro",50342.85,"Precio de Venta"
"34390",2008,"2008-08-06","Oro",50409.74,"Precio de Venta"
"34396",2008,"2008-08-07","Oro",50409.74,"Precio de Venta"
"34402",2008,"2008-08-08","Oro",49555.04,"Precio de Venta"
"34408",2008,"2008-08-09","Oro",49555.04,"Precio de Venta"
"34414",2008,"2008-08-10","Oro",49555.04,"Precio de Venta"
"34420",2008,"2008-08-11","Oro",50437.63,"Precio de Venta"
"34426",2008,"2008-08-12","Oro",47369.24,"Precio de Venta"
"34432",2008,"2008-08-13","Oro",48646.32,"Precio de Venta"
"34438",2008,"2008-08-14","Oro",49672.21,"Precio de Venta"
"34444",2008,"2008-08-15","Oro",46763.09,"Precio de Venta"
"34450",2008,"2008-08-16","Oro",46763.09,"Precio de Venta"
"34456",2008,"2008-08-17","Oro",46763.09,"Precio de Venta"
"34462",2008,"2008-08-18","Oro",46763.09,"Precio de Venta"
"34468",2008,"2008-08-19","Oro",47864.38,"Precio de Venta"
"34474",2008,"2008-08-20","Oro",49073.7,"Precio de Venta"
"34480",2008,"2008-08-21","Oro",49642.24,"Precio de Venta"
"34486",2008,"2008-08-22","Oro",49747.99,"Precio de Venta"
"34492",2008,"2008-08-23","Oro",49747.99,"Precio de Venta"
"34498",2008,"2008-08-24","Oro",49747.99,"Precio de Venta"
"34504",2008,"2008-08-25","Oro",49956.4,"Precio de Venta"
"34510",2008,"2008-08-26","Oro",48786.27,"Precio de Venta"
"34516",2008,"2008-08-27","Oro",50702.75,"Precio de Venta"
"34522",2008,"2008-08-28","Oro",50495.14,"Precio de Venta"
"34528",2008,"2008-08-29","Oro",51313.12,"Precio de Venta"
"34534",2008,"2008-08-30","Oro",51313.12,"Precio de Venta"
"34540",2008,"2008-08-31","Oro",51313.12,"Precio de Venta"
"34546",2008,"2008-09-01","Oro",51685.22,"Precio de Venta"
"34552",2008,"2008-09-02","Oro",49852.63,"Precio de Venta"
"34558",2008,"2008-09-03","Oro",50451.49,"Precio de Venta"
"34564",2008,"2008-09-04","Oro",51923.26,"Precio de Venta"
"34570",2008,"2008-09-05","Oro",51648.82,"Precio de Venta"
"34576",2008,"2008-09-06","Oro",51648.82,"Precio de Venta"
"34582",2008,"2008-09-07","Oro",51648.82,"Precio de Venta"
"34588",2008,"2008-09-08","Oro",52943.26,"Precio de Venta"
"34594",2008,"2008-09-09","Oro",52225.28,"Precio de Venta"
"34600",2008,"2008-09-10","Oro",51558.78,"Precio de Venta"
"34606",2008,"2008-09-11","Oro",49701.84,"Precio de Venta"
"34612",2008,"2008-09-12","Oro",50716.62,"Precio de Venta"
"34618",2008,"2008-09-13","Oro",50716.62,"Precio de Venta"
"34624",2008,"2008-09-14","Oro",50716.62,"Precio de Venta"
"34630",2008,"2008-09-15","Oro",51398.43,"Precio de Venta"
"34636",2008,"2008-09-16","Oro",51926.29,"Precio de Venta"
"34642",2008,"2008-09-17","Oro",53270.89,"Precio de Venta"
"34648",2008,"2008-09-18","Oro",59438.74,"Precio de Venta"
"34654",2008,"2008-09-19","Oro",58887.97,"Precio de Venta"
"34660",2008,"2008-09-20","Oro",58887.97,"Precio de Venta"
"34666",2008,"2008-09-21","Oro",58887.97,"Precio de Venta"
"34672",2008,"2008-09-22","Oro",58028.35,"Precio de Venta"
"34678",2008,"2008-09-23","Oro",58704.72,"Precio de Venta"
"34684",2008,"2008-09-24","Oro",59348.3,"Precio de Venta"
"34690",2008,"2008-09-25","Oro",61377.29,"Precio de Venta"
"34696",2008,"2008-09-26","Oro",59183.45,"Precio de Venta"
"34702",2008,"2008-09-27","Oro",59183.45,"Precio de Venta"
"34708",2008,"2008-09-28","Oro",59183.45,"Precio de Venta"
"34714",2008,"2008-09-29","Oro",59336.35,"Precio de Venta"
"34720",2008,"2008-09-30","Oro",62714.33,"Precio de Venta"
"34726",2008,"2008-10-01","Oro",61531.69,"Precio de Venta"
"34732",2008,"2008-10-02","Oro",60325.75,"Precio de Venta"
"34738",2008,"2008-10-03","Oro",59393.39,"Precio de Venta"
"34744",2008,"2008-10-04","Oro",59393.39,"Precio de Venta"
"34750",2008,"2008-10-05","Oro",59393.39,"Precio de Venta"
"34756",2008,"2008-10-06","Oro",58093.39,"Precio de Venta"
"34762",2008,"2008-10-07","Oro",63805.75,"Precio de Venta"
"34768",2008,"2008-10-08","Oro",66396.73,"Precio de Venta"
"34774",2008,"2008-10-09","Oro",66325.18,"Precio de Venta"
"34780",2008,"2008-10-10","Oro",66532.49,"Precio de Venta"
"34786",2008,"2008-10-11","Oro",66532.49,"Precio de Venta"
"34792",2008,"2008-10-12","Oro",66532.49,"Precio de Venta"
"34798",2008,"2008-10-13","Oro",66532.49,"Precio de Venta"
"34804",2008,"2008-10-14","Oro",63326.55,"Precio de Venta"
"34810",2008,"2008-10-15","Oro",60668.87,"Precio de Venta"
"34816",2008,"2008-10-16","Oro",62152.29,"Precio de Venta"
"34822",2008,"2008-10-17","Oro",59351.83,"Precio de Venta"
"34828",2008,"2008-10-18","Oro",59351.83,"Precio de Venta"
"34834",2008,"2008-10-19","Oro",59351.83,"Precio de Venta"
"34840",2008,"2008-10-20","Oro",58655.81,"Precio de Venta"
"34846",2008,"2008-10-21","Oro",56333.42,"Precio de Venta"
"34852",2008,"2008-10-22","Oro",55925,"Precio de Venta"
"34858",2008,"2008-10-23","Oro",54769.98,"Precio de Venta"
"34864",2008,"2008-10-24","Oro",52566.44,"Precio de Venta"
"34870",2008,"2008-10-25","Oro",52566.44,"Precio de Venta"
"34876",2008,"2008-10-26","Oro",52566.44,"Precio de Venta"
"34882",2008,"2008-10-27","Oro",55281.87,"Precio de Venta"
"34888",2008,"2008-10-28","Oro",56988.27,"Precio de Venta"
"34894",2008,"2008-10-29","Oro",57387.33,"Precio de Venta"
"34900",2008,"2008-10-30","Oro",58945.13,"Precio de Venta"
"34906",2008,"2008-10-31","Oro",55264.24,"Precio de Venta"
"34912",2008,"2008-11-01","Oro",55264.24,"Precio de Venta"
"34918",2008,"2008-11-02","Oro",55264.24,"Precio de Venta"
"34924",2008,"2008-11-03","Oro",55264.24,"Precio de Venta"
"34930",2008,"2008-11-04","Oro",56454.56,"Precio de Venta"
"34936",2008,"2008-11-05","Oro",56949.01,"Precio de Venta"
"34942",2008,"2008-11-06","Oro",55306.65,"Precio de Venta"
"34948",2008,"2008-11-07","Oro",55885.91,"Precio de Venta"
"34954",2008,"2008-11-08","Oro",55885.91,"Precio de Venta"
"34960",2008,"2008-11-09","Oro",55885.91,"Precio de Venta"
"34966",2008,"2008-11-10","Oro",56008.53,"Precio de Venta"
"34972",2008,"2008-11-11","Oro",54402.58,"Precio de Venta"
"34978",2008,"2008-11-12","Oro",53650.81,"Precio de Venta"
"34984",2008,"2008-11-13","Oro",53601.85,"Precio de Venta"
"34990",2008,"2008-11-14","Oro",54643.52,"Precio de Venta"
"34996",2008,"2008-11-15","Oro",54643.52,"Precio de Venta"
"35002",2008,"2008-11-16","Oro",54643.52,"Precio de Venta"
"35008",2008,"2008-11-17","Oro",54643.52,"Precio de Venta"
"35014",2008,"2008-11-18","Oro",54666.57,"Precio de Venta"
"35020",2008,"2008-11-19","Oro",55263.38,"Precio de Venta"
"35026",2008,"2008-11-20","Oro",56119.43,"Precio de Venta"
"35032",2008,"2008-11-21","Oro",57533.71,"Precio de Venta"
"35038",2008,"2008-11-22","Oro",57533.71,"Precio de Venta"
"35044",2008,"2008-11-23","Oro",57533.71,"Precio de Venta"
"35050",2008,"2008-11-24","Oro",61858.86,"Precio de Venta"
"35056",2008,"2008-11-25","Oro",59722.02,"Precio de Venta"
"35062",2008,"2008-11-26","Oro",60608.04,"Precio de Venta"
"35068",2008,"2008-11-27","Oro",60785.97,"Precio de Venta"
"35074",2008,"2008-11-28","Oro",60785.97,"Precio de Venta"
"35080",2008,"2008-11-29","Oro",60785.97,"Precio de Venta"
"35086",2008,"2008-11-30","Oro",60785.97,"Precio de Venta"
"35092",2008,"2008-12-01","Oro",59284.97,"Precio de Venta"
"35098",2008,"2008-12-02","Oro",57623.54,"Precio de Venta"
"35104",2008,"2008-12-03","Oro",57579.51,"Precio de Venta"
"35110",2008,"2008-12-04","Oro",57576.6,"Precio de Venta"
"35116",2008,"2008-12-05","Oro",57646,"Precio de Venta"
"35122",2008,"2008-12-06","Oro",57646,"Precio de Venta"
"35128",2008,"2008-12-07","Oro",57646,"Precio de Venta"
"35134",2008,"2008-12-08","Oro",57646,"Precio de Venta"
"35140",2008,"2008-12-09","Oro",57844.3,"Precio de Venta"
"35146",2008,"2008-12-10","Oro",58399.19,"Precio de Venta"
"35152",2008,"2008-12-11","Oro",60787.58,"Precio de Venta"
"35158",2008,"2008-12-12","Oro",59606.14,"Precio de Venta"
"35164",2008,"2008-12-13","Oro",59606.14,"Precio de Venta"
"35170",2008,"2008-12-14","Oro",59606.14,"Precio de Venta"
"35176",2008,"2008-12-15","Oro",60478.95,"Precio de Venta"
"35182",2008,"2008-12-16","Oro",60415.28,"Precio de Venta"
"35188",2008,"2008-12-17","Oro",61026.68,"Precio de Venta"
"35194",2008,"2008-12-18","Oro",60980.08,"Precio de Venta"
"35200",2008,"2008-12-19","Oro",58349.56,"Precio de Venta"
"35206",2008,"2008-12-20","Oro",58349.56,"Precio de Venta"
"35212",2008,"2008-12-21","Oro",58349.56,"Precio de Venta"
"35218",2008,"2008-12-22","Oro",58950.89,"Precio de Venta"
"35224",2008,"2008-12-23","Oro",58878.82,"Precio de Venta"
"35230",2008,"2008-12-24","Oro",58659.83,"Precio de Venta"
"35236",2008,"2008-12-25","Oro",58659.83,"Precio de Venta"
"35242",2008,"2008-12-26","Oro",59133.31,"Precio de Venta"
"35248",2008,"2008-12-27","Oro",59133.31,"Precio de Venta"
"35254",2008,"2008-12-28","Oro",59133.31,"Precio de Venta"
"35260",2008,"2008-12-29","Oro",62454.77,"Precio de Venta"
"35266",2008,"2008-12-30","Oro",62487.54,"Precio de Venta"
"35272",2008,"2008-12-31","Oro",62487.54,"Precio de Venta"
"35278",2007,"2007-01-01","Oro",45163.82,"Precio de Venta"
"35284",2007,"2007-01-02","Oro",46120.39,"Precio de Venta"
"35290",2007,"2007-01-03","Oro",45681.59,"Precio de Venta"
"35296",2007,"2007-01-04","Oro",44589,"Precio de Venta"
"35302",2007,"2007-01-05","Oro",44641.28,"Precio de Venta"
"35308",2007,"2007-01-06","Oro",44641.28,"Precio de Venta"
"35314",2007,"2007-01-07","Oro",44641.28,"Precio de Venta"
"35320",2007,"2007-01-08","Oro",44641.28,"Precio de Venta"
"35326",2007,"2007-01-09","Oro",43846.17,"Precio de Venta"
"35332",2007,"2007-01-10","Oro",43955.72,"Precio de Venta"
"35338",2007,"2007-01-11","Oro",44391.91,"Precio de Venta"
"35344",2007,"2007-01-12","Oro",44057.83,"Precio de Venta"
"35350",2007,"2007-01-13","Oro",44057.83,"Precio de Venta"
"35356",2007,"2007-01-14","Oro",44057.83,"Precio de Venta"
"35362",2007,"2007-01-15","Oro",44868.39,"Precio de Venta"
"35368",2007,"2007-01-16","Oro",44679.13,"Precio de Venta"
"35374",2007,"2007-01-17","Oro",44523.52,"Precio de Venta"
"35380",2007,"2007-01-18","Oro",45251.73,"Precio de Venta"
"35386",2007,"2007-01-19","Oro",45017.2,"Precio de Venta"
"35392",2007,"2007-01-20","Oro",45017.2,"Precio de Venta"
"35398",2007,"2007-01-21","Oro",45017.2,"Precio de Venta"
"35404",2007,"2007-01-22","Oro",45519.73,"Precio de Venta"
"35410",2007,"2007-01-23","Oro",45917.82,"Precio de Venta"
"35416",2007,"2007-01-24","Oro",46521.94,"Precio de Venta"
"35422",2007,"2007-01-25","Oro",47027.44,"Precio de Venta"
"35428",2007,"2007-01-26","Oro",46769.19,"Precio de Venta"
