"","Año","Fecha..DD.MM.AAAA.","Metal","Valor","Métrica"
"11270",2018,"2018-01-06","Oro",122273.87,"Precio de Venta"
"11276",2018,"2018-01-07","Oro",122273.87,"Precio de Venta"
"11282",2018,"2018-01-08","Oro",122273.87,"Precio de Venta"
"11288",2018,"2018-01-09","Oro",122531.16,"Precio de Venta"
"11294",2018,"2018-01-10","Oro",123837.49,"Precio de Venta"
"11300",2018,"2018-01-11","Oro",122876.16,"Precio de Venta"
"11306",2018,"2018-01-12","Oro",122809.77,"Precio de Venta"
"11312",2018,"2018-01-13","Oro",122809.77,"Precio de Venta"
"11318",2018,"2018-01-14","Oro",122809.77,"Precio de Venta"
"11324",2018,"2018-01-15","Oro",123311.59,"Precio de Venta"
"11330",2018,"2018-01-16","Oro",122572.46,"Precio de Venta"
"11336",2018,"2018-01-17","Oro",123316.09,"Precio de Venta"
"11342",2018,"2018-01-18","Oro",121892.78,"Precio de Venta"
"11348",2018,"2018-01-19","Oro",121834.08,"Precio de Venta"
"11354",2018,"2018-01-20","Oro",121834.08,"Precio de Venta"
"11360",2018,"2018-01-21","Oro",121834.08,"Precio de Venta"
"11366",2018,"2018-01-22","Oro",122322.71,"Precio de Venta"
"11372",2018,"2018-01-23","Oro",122698.5,"Precio de Venta"
"11378",2018,"2018-01-24","Oro",124114.85,"Precio de Venta"
"11384",2018,"2018-01-25","Oro",123350.36,"Precio de Venta"
"11390",2018,"2018-01-26","Oro",121186.82,"Precio de Venta"
"11396",2018,"2018-01-27","Oro",121186.82,"Precio de Venta"
"11402",2018,"2018-01-28","Oro",121186.82,"Precio de Venta"
"11408",2018,"2018-01-29","Oro",121607.73,"Precio de Venta"
"11414",2018,"2018-01-30","Oro",122988.83,"Precio de Venta"
"11420",2018,"2018-01-31","Oro",122837.54,"Precio de Venta"
"11426",2018,"2018-02-01","Oro",122239.86,"Precio de Venta"
"11432",2018,"2018-02-02","Oro",121368.12,"Precio de Venta"
"11438",2018,"2018-02-03","Oro",121368.12,"Precio de Venta"
"11444",2018,"2018-02-04","Oro",121368.12,"Precio de Venta"
"11450",2018,"2018-02-05","Oro",121749.74,"Precio de Venta"
"11456",2018,"2018-02-06","Oro",122933.07,"Precio de Venta"
"11462",2018,"2018-02-07","Oro",121509.11,"Precio de Venta"
"11468",2018,"2018-02-08","Oro",119325.49,"Precio de Venta"
"11474",2018,"2018-02-09","Oro",121129.89,"Precio de Venta"
"11480",2018,"2018-02-10","Oro",121129.89,"Precio de Venta"
"11486",2018,"2018-02-11","Oro",121129.89,"Precio de Venta"
"11492",2018,"2018-02-12","Oro",123601.23,"Precio de Venta"
"11498",2018,"2018-02-13","Oro",124132.82,"Precio de Venta"
"11504",2018,"2018-02-14","Oro",124276.85,"Precio de Venta"
"11510",2018,"2018-02-15","Oro",126031.9,"Precio de Venta"
"11516",2018,"2018-02-16","Oro",124563.99,"Precio de Venta"
"11522",2018,"2018-02-17","Oro",124563.99,"Precio de Venta"
"11528",2018,"2018-02-18","Oro",124563.99,"Precio de Venta"
"11534",2018,"2018-02-19","Oro",123598.63,"Precio de Venta"
"11540",2018,"2018-02-20","Oro",122681.31,"Precio de Venta"
"11546",2018,"2018-02-21","Oro",122252.11,"Precio de Venta"
"11552",2018,"2018-02-22","Oro",122460.68,"Precio de Venta"
"11558",2018,"2018-02-23","Oro",122921.88,"Precio de Venta"
"11564",2018,"2018-02-24","Oro",122921.88,"Precio de Venta"
"11570",2018,"2018-02-25","Oro",122921.88,"Precio de Venta"
"11576",2018,"2018-02-26","Oro",122678.98,"Precio de Venta"
"11582",2018,"2018-02-27","Oro",122115.51,"Precio de Venta"
"11588",2018,"2018-02-28","Oro",121230.29,"Precio de Venta"
"11594",2018,"2018-03-01","Oro",120905.63,"Precio de Venta"
"11600",2018,"2018-03-02","Oro",121883.11,"Precio de Venta"
"11606",2018,"2018-03-03","Oro",121883.11,"Precio de Venta"
"11612",2018,"2018-03-04","Oro",121883.11,"Precio de Venta"
"11618",2018,"2018-03-05","Oro",122771.35,"Precio de Venta"
"11624",2018,"2018-03-06","Oro",121791.87,"Precio de Venta"
"11630",2018,"2018-03-07","Oro",121884.39,"Precio de Venta"
"11636",2018,"2018-03-08","Oro",121824.28,"Precio de Venta"
"11642",2018,"2018-03-09","Oro",121797.58,"Precio de Venta"
"11648",2018,"2018-03-10","Oro",121797.58,"Precio de Venta"
"11654",2018,"2018-03-11","Oro",121797.58,"Precio de Venta"
"11660",2018,"2018-03-12","Oro",121416.1,"Precio de Venta"
"11666",2018,"2018-03-13","Oro",120909.98,"Precio de Venta"
"11672",2018,"2018-03-14","Oro",121335.64,"Precio de Venta"
"11678",2018,"2018-03-15","Oro",121077.65,"Precio de Venta"
"11684",2018,"2018-03-16","Oro",120957.36,"Precio de Venta"
"11690",2018,"2018-03-17","Oro",120957.36,"Precio de Venta"
"11696",2018,"2018-03-18","Oro",120957.36,"Precio de Venta"
"11702",2018,"2018-03-19","Oro",120957.36,"Precio de Venta"
"11708",2018,"2018-03-20","Oro",120391.44,"Precio de Venta"
"11714",2018,"2018-03-21","Oro",121332.72,"Precio de Venta"
"11720",2018,"2018-03-22","Oro",121791.49,"Precio de Venta"
"11726",2018,"2018-03-23","Oro",123339.09,"Precio de Venta"
"11732",2018,"2018-03-24","Oro",123339.09,"Precio de Venta"
"11738",2018,"2018-03-25","Oro",123339.09,"Precio de Venta"
"11744",2018,"2018-03-26","Oro",123510.45,"Precio de Venta"
"11750",2018,"2018-03-27","Oro",122297.43,"Precio de Venta"
"11756",2018,"2018-03-28","Oro",119863.51,"Precio de Venta"
"11762",2018,"2018-03-29","Oro",119863.51,"Precio de Venta"
"11768",2018,"2018-03-30","Oro",119863.51,"Precio de Venta"
"11774",2018,"2018-03-31","Oro",119863.51,"Precio de Venta"
"11780",2018,"2018-04-01","Oro",119863.51,"Precio de Venta"
"11784",2018,"2018-04-02","Oro",118348.94,"Precio de Venta"
"11788",2018,"2018-04-03","Oro",120020.97,"Precio de Venta"
"11792",2018,"2018-04-04","Oro",119974.77,"Precio de Venta"
"11796",2018,"2018-04-05","Oro",119104.12,"Precio de Venta"
"11800",2018,"2018-04-06","Oro",118794.55,"Precio de Venta"
"11804",2018,"2018-04-07","Oro",118794.55,"Precio de Venta"
"11808",2018,"2018-04-08","Oro",118794.55,"Precio de Venta"
"11812",2018,"2018-04-09","Oro",119247.5,"Precio de Venta"
"11816",2018,"2018-04-10","Oro",119489.71,"Precio de Venta"
"11820",2018,"2018-04-11","Oro",119705.93,"Precio de Venta"
"11824",2018,"2018-04-12","Oro",118271.89,"Precio de Venta"
"11828",2018,"2018-04-13","Oro",116818.84,"Precio de Venta"
"11832",2018,"2018-04-14","Oro",116818.84,"Precio de Venta"
"11836",2018,"2018-04-15","Oro",116818.84,"Precio de Venta"
"11840",2018,"2018-04-16","Oro",116934.14,"Precio de Venta"
"11844",2018,"2018-04-17","Oro",119274.72,"Precio de Venta"
"11848",2018,"2018-04-18","Oro",118000.85,"Precio de Venta"
"11852",2018,"2018-04-19","Oro",117251.57,"Precio de Venta"
"11856",2018,"2018-04-20","Oro",117388.73,"Precio de Venta"
"11860",2018,"2018-04-21","Oro",117388.73,"Precio de Venta"
"11864",2018,"2018-04-22","Oro",117388.73,"Precio de Venta"
"11868",2018,"2018-04-23","Oro",117754.36,"Precio de Venta"
"11872",2018,"2018-04-24","Oro",119467.33,"Precio de Venta"
"11876",2018,"2018-04-25","Oro",118712.3,"Precio de Venta"
"11882",2018,"2018-04-26","Oro",119862.5,"Precio de Venta"
"11888",2018,"2018-04-27","Oro",119165.63,"Precio de Venta"
"11894",2018,"2018-04-28","Oro",119165.63,"Precio de Venta"
"11900",2018,"2018-04-29","Oro",119165.63,"Precio de Venta"
"11906",2018,"2018-04-30","Oro",118757.31,"Precio de Venta"
"11912",2018,"2018-05-01","Oro",118757.31,"Precio de Venta"
"11918",2018,"2018-05-02","Oro",118414.48,"Precio de Venta"
"11924",2018,"2018-05-03","Oro",119576.72,"Precio de Venta"
"11930",2018,"2018-05-04","Oro",120305.69,"Precio de Venta"
"11936",2018,"2018-05-05","Oro",120305.69,"Precio de Venta"
"11942",2018,"2018-05-06","Oro",120305.69,"Precio de Venta"
"11948",2018,"2018-05-07","Oro",119697.81,"Precio de Venta"
"11954",2018,"2018-05-08","Oro",118657.86,"Precio de Venta"
"11960",2018,"2018-05-09","Oro",120418.41,"Precio de Venta"
"11966",2018,"2018-05-10","Oro",120876.62,"Precio de Venta"
"11972",2018,"2018-05-11","Oro",120214.05,"Precio de Venta"
"11978",2018,"2018-05-12","Oro",120214.05,"Precio de Venta"
"11984",2018,"2018-05-13","Oro",120214.05,"Precio de Venta"
"11990",2018,"2018-05-14","Oro",120214.05,"Precio de Venta"
"11996",2018,"2018-05-15","Oro",118946.38,"Precio de Venta"
"12002",2018,"2018-05-16","Oro",120018.38,"Precio de Venta"
"12008",2018,"2018-05-17","Oro",118733.72,"Precio de Venta"
"12014",2018,"2018-05-18","Oro",119444.99,"Precio de Venta"
"12020",2018,"2018-05-19","Oro",119444.99,"Precio de Venta"
"12026",2018,"2018-05-20","Oro",119444.99,"Precio de Venta"
"12032",2018,"2018-05-21","Oro",120950.21,"Precio de Venta"
"12038",2018,"2018-05-22","Oro",120530.14,"Precio de Venta"
"12044",2018,"2018-05-23","Oro",118627.79,"Precio de Venta"
"12050",2018,"2018-05-24","Oro",119335.87,"Precio de Venta"
"12056",2018,"2018-05-25","Oro",120030.46,"Precio de Venta"
"12062",2018,"2018-05-26","Oro",120030.46,"Precio de Venta"
"12068",2018,"2018-05-27","Oro",120030.46,"Precio de Venta"
"12074",2018,"2018-05-28","Oro",121038.29,"Precio de Venta"
"12080",2018,"2018-05-29","Oro",120861.92,"Precio de Venta"
"12086",2018,"2018-05-30","Oro",120819.74,"Precio de Venta"
"12092",2018,"2018-05-31","Oro",120667.95,"Precio de Venta"
"12098",2018,"2018-06-01","Oro",120682.95,"Precio de Venta"
"12104",2018,"2018-06-02","Oro",120682.95,"Precio de Venta"
"12110",2018,"2018-06-03","Oro",120682.95,"Precio de Venta"
"12116",2018,"2018-06-04","Oro",120682.95,"Precio de Venta"
"12122",2018,"2018-06-05","Oro",119165.35,"Precio de Venta"
"12128",2018,"2018-06-06","Oro",119323.31,"Precio de Venta"
"12134",2018,"2018-06-07","Oro",118061.94,"Precio de Venta"
"12140",2018,"2018-06-08","Oro",118451.22,"Precio de Venta"
"12146",2018,"2018-06-09","Oro",118451.22,"Precio de Venta"
"12152",2018,"2018-06-10","Oro",118451.22,"Precio de Venta"
"12158",2018,"2018-06-11","Oro",118451.22,"Precio de Venta"
"12164",2018,"2018-06-12","Oro",119204.82,"Precio de Venta"
"12170",2018,"2018-06-13","Oro",118901.26,"Precio de Venta"
"12176",2018,"2018-06-14","Oro",119988.96,"Precio de Venta"
"12182",2018,"2018-06-15","Oro",119536.45,"Precio de Venta"
"12188",2018,"2018-06-16","Oro",119536.45,"Precio de Venta"
"12194",2018,"2018-06-17","Oro",119536.45,"Precio de Venta"
"12200",2018,"2018-06-18","Oro",119050.63,"Precio de Venta"
"12206",2018,"2018-06-19","Oro",120037.36,"Precio de Venta"
"12212",2018,"2018-06-20","Oro",120015.14,"Precio de Venta"
"12218",2018,"2018-06-21","Oro",118493.75,"Precio de Venta"
"12224",2018,"2018-06-22","Oro",120212.84,"Precio de Venta"
"12230",2018,"2018-06-23","Oro",120212.84,"Precio de Venta"
"12236",2018,"2018-06-24","Oro",120212.84,"Precio de Venta"
"12242",2018,"2018-06-25","Oro",119136.36,"Precio de Venta"
"12248",2018,"2018-06-26","Oro",118331.45,"Precio de Venta"
"12254",2018,"2018-06-27","Oro",118154.26,"Precio de Venta"
"12260",2018,"2018-06-28","Oro",117996.59,"Precio de Venta"
"12266",2018,"2018-06-29","Oro",118410.61,"Precio de Venta"
"12272",2018,"2018-06-30","Oro",118410.61,"Precio de Venta"
"12278",2018,"2018-07-01","Oro",118410.61,"Precio de Venta"
"12284",2018,"2018-07-02","Oro",118410.61,"Precio de Venta"
"12290",2018,"2018-07-03","Oro",117393.19,"Precio de Venta"
"12296",2018,"2018-07-04","Oro",117587,"Precio de Venta"
"12302",2018,"2018-07-05","Oro",117470.06,"Precio de Venta"
"12308",2018,"2018-07-06","Oro",116475.15,"Precio de Venta"
"12314",2018,"2018-07-07","Oro",116475.15,"Precio de Venta"
"12320",2018,"2018-07-08","Oro",116475.15,"Precio de Venta"
"12326",2018,"2018-07-09","Oro",115751.3,"Precio de Venta"
"12332",2018,"2018-07-10","Oro",116902.65,"Precio de Venta"
"12338",2018,"2018-07-11","Oro",115815.5,"Precio de Venta"
"12344",2018,"2018-07-12","Oro",115876.32,"Precio de Venta"
"12350",2018,"2018-07-13","Oro",115443.94,"Precio de Venta"
"12356",2018,"2018-07-14","Oro",115443.94,"Precio de Venta"
"12362",2018,"2018-07-15","Oro",115443.94,"Precio de Venta"
"12368",2018,"2018-07-16","Oro",114243.57,"Precio de Venta"
"12374",2018,"2018-07-17","Oro",114478.06,"Precio de Venta"
"12380",2018,"2018-07-18","Oro",114081.87,"Precio de Venta"
"12386",2018,"2018-07-19","Oro",113260.65,"Precio de Venta"
"12392",2018,"2018-07-20","Oro",113260.65,"Precio de Venta"
"12398",2018,"2018-07-21","Oro",113260.65,"Precio de Venta"
"12404",2018,"2018-07-22","Oro",113260.65,"Precio de Venta"
"12410",2018,"2018-07-23","Oro",113925.55,"Precio de Venta"
"12416",2018,"2018-07-24","Oro",114121.44,"Precio de Venta"
"12422",2018,"2018-07-25","Oro",114463.08,"Precio de Venta"
"12428",2018,"2018-07-26","Oro",114142.12,"Precio de Venta"
"12434",2018,"2018-07-27","Oro",113973.97,"Precio de Venta"
"12440",2018,"2018-07-28","Oro",113973.97,"Precio de Venta"
"12446",2018,"2018-07-29","Oro",113973.97,"Precio de Venta"
"12452",2018,"2018-07-30","Oro",113361.67,"Precio de Venta"
"12458",2018,"2018-07-31","Oro",113148.3,"Precio de Venta"
"12464",2018,"2018-08-01","Oro",113319.74,"Precio de Venta"
"12470",2018,"2018-08-02","Oro",113366.85,"Precio de Venta"
"12476",2018,"2018-08-03","Oro",113516.57,"Precio de Venta"
"12482",2018,"2018-08-04","Oro",113516.57,"Precio de Venta"
"12488",2018,"2018-08-05","Oro",113516.57,"Precio de Venta"
"12494",2018,"2018-08-06","Oro",113364.85,"Precio de Venta"
"12500",2018,"2018-08-07","Oro",113364.85,"Precio de Venta"
"12506",2018,"2018-08-08","Oro",112991.62,"Precio de Venta"
"12512",2018,"2018-08-09","Oro",113121.09,"Precio de Venta"
